review;label
masih belum stabil dan masih banyak pr login yg sulit di beberapa perangkat kualitas ambil foto buram ketika setel waktu mungut suara aplikasi henti force closed ketika akan pindah dari nasional dalam aplikasi aplikasi henti forced close baca hasil ambil gambar perlu waktu yg sangat lama salah ambil gambar yg terus ulang;0.0
sering sekali app log out sendiri hasil gambar jika memang kurang jelas mohon ada ingat jadi bisa foto ulang ingat foto jg tdk bisa ambil dari galeri tulis yg tdk baca mohon beri ingat jg karena jika meng klik detail sering jadi problem shg buat sulit tugas mohon baik lagi;0.0
developer lebih baik mundur saja tidak profesional dalam kembang aplikasi untuk acara penting seperti ini tuju digitalisasi adalah mudah dan efisiensi waktu tapi tidak dengan apk ini sulit habis banyak waktu dan tambah kerja bagi it kpps foto tida ada stabiliter auto fokus selalu gagal dalam verifikasi foto meski foto dalam posisi sempurna sering log out ketika kirim foto nunggu upload foto terlalu lama dan ujung ujung suruh ngulangi;0.0
telah update ke tidak bisa login loading nya lama padahal pakai ram gb internal juga masih banyak simpan mohon tingkat lagi untuk kualitas foto sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap sehingga sangat susah untuk baca batas garis april textnya walaupun cahaya sudah cukup bagus;0.0
kualitas kamera apk nya jelek hasil foto jadi buram ku kira bakal otomatis seperti hasil scan terang dan jelas tapi nyata tidak login susah upload susah verif lama bukan cepat tapi lambat jika belum siap tidak perlu paksa hanya hambat;0.0
sekira belum siap dengan digitalisasi engga usah paksa daripada nanti di lapang hambat untuk sesuai foto sampe muncul bingkai kuning aja susah sekali ada yang nyoba nyampe an kali jepret tapi tetep tidak muncul bingkai kuning di foto;0.0
sampai saat ini versi mohon untuk fitur kamera lebih tingkat karena aplikasi tidak sinkron ke lensa utama handphone tetapi malah sinkron ke lensa ultra wide yg sebab hasil foto kurang maksimal bahkan kurang jelas untuk baca teks maupun angka;0.0
tolong untuk sempurna lagi fiturnya tidak ada autofokus pada saat scan buat gambar susah deteksi dan gagal kali kali pada saat hendak kirim ke server pemrosesan gambar juga sangat lambat dan aplikasi hanya sekali input buat kalau ada salah tidak dapat koreksi;0.0
sulit seperti apk nya belom layak guna angka yg foto dengan yg baca tidak sesuai kadang juga tidak baca bisa di edit jatuh nyalin hasil mohon di tingkat terimakasih;0.0
untuk developer tolong yang maksimal dalam kembang aplikasi belum mateng seperti ini jangan berani rilis pemilu tinggal besok udah di pakai buat bimtek malah problem macem dari yang invalid username dan password masih ada yg blm bisa login kasi bos yang pegang aplikasi nya sabar sampai habis jaringan bagus di bilang aplikasi tidak ada jaringan offline ga bisa buat upload daripada kacau saran saya di siap dulu cara matang tahun di trial and error baru di lepas;0.0
tuju buat aplikasi adalah untuk mudah bukan untuk sulit uji sabar mau login aja susah saat inisialisasi aplikasi baharu malah akun jadi invalid username password saat upload gambar hasil kurang jernih fokus ga rata tidak kalau hasil foto dari aplikasi kurang bagus tolong kasih opsi buat upload foto dari gallery baru simulasi aja susah apalagi pas hari h;0.0
sangat sangat uji sabar device realme c s nyata gak bisa akses gais betul saya alami telah saya coba ke device samsung nyata bisa padahal spesifikasi device sudah sesuai tapi tidak jamin nyata saran untuk depan jika memang aplikasi guna untuk mudah proses pemilu baik siap baik mungkin jangan seperti ini banyangkan sudah h hari tapi aplikasi masih banyak kendala alhamdulillah guis telah diupdate udah gampang loginnya;0.0
untuk ambil gambar padahal cara otomatis sudah pada titik posisi yang pas tetapi kenapa hasil selalu ada terang ambil gambar salah padahal sudah di update ke versi baru tolong tingkat lagi kualitas cepat dan sistem nya di baik lagi kalau begini terus sampai hari h ujung ujung ya pakai salin rekapitulasi cara manual;0.0
ada apk untuk mudah dalam proses nya nanti tapi kalau di awal aja udah begini banyak eror sistem enggak jalan yo buat apa tolong untuk aplikasi nya siap lebih matang tahun depan bintang dulu nanti misal apknya ada tingkat rate ulang;0.0
username dan pasword salah terus padahal dari awal saya masuk aja gabisa apalagi ganti pasword ini maksutnya gimana username sama pasword sesuai yg di kirim sama aktivasi kpu siap dari buat aplikasi sistem kayak kurang kalau jaringan simpan pengaruh saya pakai device ram dan guna wifi yg hanya saya saja yg pake karena sengaja untuk masuk di aplikasi ini aja;0.0
belum saya ingin apresiasi digitalisasi dalam aspek yang kait dengan pemilu tapi harus aplikasi kembang sejak lama ini kesan lihat seperti baru kembang kemarin sore jangan untuk masuk dan jalan inisialisasi nya saja susah entah time out error lah dan bagai bukan mudah malah tambah masalah rasa;0.0
telah di update malah gk bisa masuk kendala username dan dan password nya salah padahal username dan password nya yg di guna adalah password yg sudah otomatis simpan di hp gk layak pakai aplikasi seperti ini bukan nya mudah malah ngabisin kuota hadeh;0.0
untuk kamera tolong beri fitur tap auto focus dan flash senter aga sulit ini kalo cahaya redup edit makin kesini makin ga jelas verifikasi lama data banyak yg ga baca bukan cepat tapi sulit tugas lapang makin pusing aja bentar lagi pemilu ini gimana sih;0.0
kalo gambar sdh verifikasi sdh tidak bs hapus ato ambil ulang gambar padahal blm kunci dan masih banyak kendala lain salah satu angka hasil scan yg muncul seringkali tdk bs edit hal ini potensi panjang durasi kerja kpps banding thn kemarin;0.0
sudah hasil login eh telah aplikasi tutup malah error ada mungkin lama waktu hitung karena sirekap harus ambil foto langsung dari c plano tidak bisa dari hasil foto yang di file bagus bisa ambil dari file agar sirekap bisa foto c plano lebih dahulu tanpa ganggu proses hitung lanjut moga ada baik biar bintang saya tambah;0.0
aplikasi masih banyak sekali bug nya bolak balik update tapi tidak selesai masalah yg ada seperti aplikasi paksa tapi kesiapan belum jelas sama sekali tambah kalau ada operator kenapa tidak bisa kerja sma bagi tugas biar lebih cepat masa kalau operator error tengah proses trs operator harus mulai dari awal lagi;0.0
aplikasi kenapa ini di buat login malah gabisa udah masuk pin sidik jari hp tapi malah ngga bisa inisialisasi lebih baik lebih di perhatikan agar tidak sulit guna nya capek kak yang di salahin jaringannya terus pdhl jaringannya bagus bgt buat scrol aplikasi lain ngga ada masalah sama sekali jaringannya wkwkwk tolong lebih di perhatikan lagi aplikasi ini beberapa banyak juga yang alami seperti saya;0.0
saya hasil log in dan buka menu aplikasi versi sukses tapi suruh admin grup sirekap update ke versi baru akhir gak bisa buka menu aplikasi stuck sampai di menu kpu aja nyesel saya update ke tolong baik terimakasih;0.0
saya sangat apresiasi apk ini tapi tolong karna ini yang pakai banyak performa server di pusat baik karena login saja sulit apalagi kalau upload foto rekap interface di apk juga di baik agar lebih enak lihat dan mudah user untuk erti kalau memang belum siap launching jangan di launching kan baik error yang ada dulu;0.0
saran agar ada opsi tambah foto dari galeri gambar yg di masuk sudah sesuai dan sudah ada tanda kuning di tiap sisi tapi ujung nya di minta untuk upload ulang atau tulis gagal muat data gambar tolong periksa koneksi internet anda padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak ubah bukan mudah tapi malah hambat mohon maaf hpnya musti se sultan apa agar bisa guna apk ini dengan lancar;0.0
percumah pake aplikasi kalo masih pake metode manual fungsi aplikasi untuk mudah dan cepat ini malah tambah kerja pake mode online yg otomatis tp lama saat nunggu verifikasi foto saran pake mode offline itu manual input semua data;0.0
aplikasi belum siap tapi paksa apalagi pemilu sudah tinggal hitung hari di hp saya ketika loading terus muncul notifikasi jadi salah dalam siap perangkat pasti anda hubung ke internet padahal paket data jelas sudah aktif pake wifi pun juga tidak bisa mohon tinjau ulang atau cek kompatibilitas agar luas soal jenis hp yang pakai kpps juga macam macam dan tidak semua hp baru;0.0
aplikasi yang terkesan terlalu paksa terlalu buru terlalu banyak masalah dan kendala di lapang terlalu banyak bug versi pertama baru berapa hari muncul suruh simulasi eh simulasi blm kelar malah ada lagi versi trus beres kapan pemilu tinggal hitung hari aplikasi yang kalau tidak bisa guna mending gausah luncur buat ribet;0.0
tolong kurang bug dan mudah login untuk sinyal kecil juga kalau bisa aplikasi tetap jalan soal kalau mode offline harus ediy angka satu satu itu malah tidak mudah kerja kpps misal besok hari h aplikasi belum matang tolong rubah atur supaya tidak usah guna dulu daripada tambah bingung dan kerja kpps yang lain keteter tambah tombol edit telah check gambar agak bisa check ulang jumlah hla ini kalau salah satu kali aja jadi salah semua;0.0
terlalu paksa untuk guna siap bisa bilang gak ada bukan belum matang masih banyak bug error lemot tetap bisa indikasi ada bobol data untuk curang suara lihat dari kualitas kemananan server dan aplikasi yg gak jelas pada h pemilu;0.0
ni aplikasi ga ada beta test ya kendala terlalu banyak kamera burem baca data lama salah baca data log out pas kirim gambar finger tidak di kenal dst oke inisiasi bagus untuk era digital mudah input data kpu atau tahu hasil suara cepat mungkin tapi sangat beban untuk kpps bukan cara operasi aplikasi tapi kesiapan aplikasi ini sendiri saran saya jangan di paksa daripada malah jadi hal yang tidak ingin;0.0
hasil foto bureng padahal kamera hp sudah bagus fitur cropnya tidak fungsi dengan baik telah diupdate malah gak ada fitur edit untuk salah baca c formulir dan untuk edit salah input nama pps saksi dan awas;0.0
dowloadnya lama saat udah terdowload mau masuk ana pun susah sekali aplikasi yang benar saja ini udah mau jam saya bolak balik masuk ke dalam aplikasi tapi susah untuk bisa masuk selalu saja muncul jadi salah saat inisialisasi aplikasi gagal dapat sertifikat digital;0.0
saya pake samsung a s versi kamera aplikasi sirekap sangat buram tapi kamera bawa jernih dan jelas tolong segera baik tidak ada pemberitahuan sirekap harus guna hp versi berapa versi hasil foto buram versi hasil foto bagus tapi aplikasi keluar terus;0.0
sudah update kata bisa lebih baik lagi nyata sama aja sinkronisasi foto lama kualitas foto jelek tidak ada filter tambah sekedar fokus pun tidak ada bisa keluar sendiri karena sesi habis kalo gitu sinkron foto jangan lama biar cepet kerja sulit tugas dan hidup;0.0
mohon di baik codingan nya untuk scanner nya agar bisa dpt mengscan walaupun foto nya tidak pas mohon untuk maksimal menu edit karna saya dapat info dr pps saya jika menu edit pada halaman belakang itu tidak guna dan harus di edit di pusat walaupun saat saya edit bisa dan dapat di submit jika hal ini benar tolong menu edit sampai halaman belakang agar dpt guna sesuai fungsi;0.0
aplikasi sering log out sendiri selain itu ketika scan foto gak langsung keluar hasil harus di foto ulang ulang baru ketemu hasil yg pas turut saya itu justru sulit tambah durasi kerja anggota tuju jelas baik untuk cepat kerja dengan digitalisasi cuma pada nyata aplikasi belum final untuk bisa di terap;0.0
tuju cipta digitaliaasi sudah sangat baik efisien waktu dan bantu data tetap aman tapi hasil lapang belum sesuai target alhasil sering jadi bug salah satu waktu mau upload data harus ke log out terus login lagi marker juga tidak bisa deteksi dan peletakan fitur nya terlalu ribet dan tidak mudah guna sekali kalo sudah masuk data saksi juga tidak bisa hapus entah bagaimana cara hapus nya moga waktu hari h tidak ada kendala demikian;0.0
mohon agar benah kembali aplikasi sangat belum layak karena pas unggah sering keluar sendiri dan untuk kamera juga sangat burem mohon agar ada menu langsung upload foto saja agar hasil gambar lebih jelas dan jernih;0.0
selain kurang kualitas kamera untuk baca c hasil pada aplikasi yg masih kurang baik kualitas kamera nya pada saat unggah foto kelola daftar hadir cuma bisa x foto tidak ada fitur tambah foto sedang untuk daftar hadir saja lebih dari lembar begitu pun untuk fitur tanda terima dan jadi khusus juga cuma bisa x foto;0.0
saran saja kalo program kerja apa dari perintah mau pake aplikasi itu yg sudah uji bener bisa lancar buat banyak orang jadi yang pake aplikasi nya nggak sulit dan hambat kerja karena saya banyak alami hambat saat guna aplikasi nya contoh gabisa masuk dan loading lama jadi mohon baik kendala macam itu tolong timbang terimakasih;0.0
aplikasi hambat waktu selesai acara pemilu percuma untuk hasil bisa di ganda biar ga banyak nulis dan cepet selesai tapi dengan ada aplikasi yang ga siap ini itu percuma bakal gak ada beda sama tahun belum bakal tetep pulang subuh lagi;0.0
belum saya ingin apresiasi digitalisasi dlm aspek yg kait dgn pemilu tapi masalah log in banyak error yg jadi saat login lalu aplikasi sementara lalu web tdk ada kendala buat pandu elektronik yg jelas berupa video kait atas masa login ini karena saat bimtek banyak yg tdk bagi ikut meeting zoom hendak laku uji jauh hari tidak tahun belum luncur jgn sampai yg tuju u mudah malah sulit ty;0.0
jangan nanti saat laksana untuk kirim data sekarang saja sudah gak beres aplikasi gak bisa buka user dan pasword sudah benar tapi jawabannnya jadi salah ujung ujung hasil hitung suara manual hasil plano yang akan dipake ajar dari pemilu belum aplikasi hanya batas aplikasi;0.0
kenapa aplikasi pas ingin ambil ulang gambar malah keluar sendiri padahal chance dan data sudah ulang kali coba hapus tapi tidak ada ubah galeri semua foto sudah dihapus tetap saja tidak ada ubah juga;0.0
aplikasi masih belum ratus persen siap guna knapa login sering susah eror mungkin server belum optimal ini baru simulasi lho belum nanti saat kumpul data pda tgl nanti hasil foto aplikasi sirekap tidak dukung flash fitur eis bawa hp sehingga foto rawan goyang dan hasil blur parah;0.0
gagal terus saat upload foto telah diupgrade malah tambah sulit saran saya mending buat manual saja unggah foto itu jadi data dukung saja biar cepat saya mohon baik biar lebih cepat dan mudah kalo bisa waktu ambil foto gambar tambah menu masuk galeri foto di apk sirekap tidak bisa fokus;0.0
kemarin belum update sudah tes upload foto sudah bisa trs sekarang nyobain buat login lagi eh keluar pop up tidak ada profil yg aktif trs sy coba update apk nya ke versi baru yg februari cobain login malah muncul perangkat telah registrasi akun lain gitu terus sampe menit sy coba ttep gabisa trs sy coba hapus chace hapus data apk bisa masukin data lagi tapi malah stak di dapat kunci digital udah coba hapus sidik jari trs bikin lagi ttep gabisa lucu;0.0
aplikasi tolol yang pernah gua install loginnya lama gambar blur gak jelas gak ada fitur autofocus gak ada fitur ambil foto dari galeri loadingnya lama kek asu makan kalau dapat projek jangan korupsi biar bisa buat aplikasi yang bagus gak kek sampah ini tolol;0.0
mohon segera tingkat bro besok lusa udah dipake ini skarang buat uji coba aja lama banget proses dan ada beberapa yg eror kwalitas gambar hasil foto kalau bisa di perbaikin atau ada mode buat ngefokusin laah sama pemprosesan data diperbaikin biar lebih cepat dan baca data juga yang tepat msak kali salah terus bro;0.0
hasil scan burem ga bisa fokus dan baca hasil padahal kamera asli android saya jernih tidak bisa disetting pula mohon tingkat kualitas gambar karena itu pengaruh hasil trima kasih;0.0
hampir h masih sangat banyak bug khusus angka di c hasil dan hasil scan sangat sering tidak singkron dan kalau di ulang ambil gambar hasil sangat jauh bahkan saat simulasi banyak rekan rekan kami yang harus ber puluh puluh kali ambil gambar karena hasil yang tidak bisa koreksi gambar pada sering kali buram padahal device sudah sangat pada sering log out dan loading lambat sekali upload data sangat sulit karena server ful digitalisasi elit kualitas sulit;0.0
aplikasi yg sangat tidak fungsi sama sekali walau sdh di update ke login hasil tidak ada masalah hanya pada saat ambil gambar foto notif selalu failed gagal harus ringan tugas panitia malah nambah in beban;0.0
saran bagi kembang yaitu pada bagi hasil pemilu beri menu koreksi karena hal ini akan jadi kendala apabila tulis digital tidak sesuai yang di baca aplikasi jadi operator bisa koreksi hasil sesuai dengan hasil asli dari pemilu belum hari h pemilu sudah susah bagaimana solusi mudah sistem jaringan di aplikasi lain kuat data kuat begitu masuk app sirekap data down dan baca huruf dan angka mudah jadi ngk hambat operator sirekap;0.0
kak ini sy tidak bisa login padahal username dan password sudah sesuai pemilu sebentar lagi kok seperti ini kerja nya harus aplikasi sudah selesai kembang sejak lama aplikasi belum di upgrade kita susah masuk lho ya kak pas udah masuk situ malah tiba upgrade lagi mending kalo bener ini itu nyusahin bgt;0.0
aplikasi error sering jadi salah tangan server kurang rensponsif padahal satu tps yg sama kenapa ada sirekap yg kata salah satu hanya bagai cadang tapi pas penginputan data sirekap dan beda yg jadi masalah takut jadi curang dengan double data;0.0
mohon untuk devlover apknya ini apk masih ada bug apk tidak siap sama sekali terlalu banyak gagal dari servernya sendiri kalau memang belum siap launching jangan di launchingkan terlalu paksa untuk guna siap bisa bilang gak ada bukan belum matang pakai wifi dengan kapasitas jaringan kenceng pun tetap ada ingat salah inisialisasi harus apknya kembang sejak lama ini kesan lihat seperti di kembang baru kemaren sore sangat susah kami;0.0
seperti aplikasi kejar tayang harus aplikasi sudah siap di guna dan di uji coba jauh bulan lalu sehingga pada saat akan di guna serentak tidak ada masalah digitalisasi untuk mudah tapi perangkat ga siap malah nempersulit;0.0
terima kasih sudah laku banyak baik sedikit masuk pada versi ada baik nya ada menu ambil gambar dr galeri agar dapat jadi alternatif apabila jadi salah dalam verifikasi gmbr arti apabila nanti nya c hasil sudah masuk ke dalam kotak untuk kembali ke pps kita bisa ulang upload gmbr untuk verifikasi dengan gambar dr galeri tanpa harus bongkar kotak jd meminimalisir khawatir;1.0
loadingnya lama hp saya sudah masuk hp canggih padahal untuk kamera ambil gambar tolong juga diperhatikan kenapa yang baca hanya kamera ultrawide tingkat tajam jadi kurang buat sistem sering salah baca teks;0.0
padahal sudah versi baru peb tapi masih sangat jauh dari ekspektasi mau untuk cepat progres dengan data otentik tapi malah lambat mohon baik waktu guna makin desak terima kasih;0.0
apk sangat belum siap untuk guna karena banyak kendala saat login kendala pada proses inisialisasi eror maupun bug dn jika telah login di divice perangkat satu tidak bisa login lagi di divice yang lain walaupun sudah clear data di apknya itu tdk bisa login lagi di perngkt lain agar kembang lebih perhati dn baharu sistim pada aplikasi ini;0.0
siap kembali software yang matang sehingga tidak bingung admin tiap tps banyak eror yang jadi log in tidak bisa entah karena apa hampir semua alami kendala yang sama h software masih tidak sesuai dengan bayang teknis moga cepat baik kembali demi lancar pemilu nanti;0.0
sudah bisa sampai ganti password tapi untuk masuk lanjut gagal kait dengan inisialisasi telah keluar pas masuk lagi untuk coba malah ga bisa masuk padahal sudah guna password yang baru padahal hari laksana sudah dekat tapi kendala aplikasi belum selesai sangat sangat kecewa;0.0
aplikasi belum siap guna sulit bukan mudah jauh ini selalu suruh update dan simulasi yang ubah teknis kalau memang belum siap jangan paksa suka keluar sendiri autentikasi sidik jari yang suka masalah kata sudah direset tapi ada data yang tinggal update akhir saat unggah harus online tapi warna merah mulu padahal sudah tempat dan jaringan bagus stabil kl warna biru gak masuk server h tidak ada jelas yang nyata rawan sekali ini;0.0
aplikasi yang mlah susah fokus foto yang tidak bagus scan manual force close dan jaringan yg sibuk aplikasi yang coba pada saat pemilu belum langsung saja sudah punya kualitas yang buruk apalagi saat pemilu laku;0.0
gimana nih h masih sering error aplikasi sering logout waktu habis isi data dan tidak bisa masuk kembali padahal username dan password sudah edit dan benar begini lah hasil jika paksa hendak server belum stabil paksa pakai apakah nanti mau salah operator karena tidak kompeten padahal aplikasi yang tidak kompeten dan belum harus untuk guna parah banget;0.0
buruk sekali tadi bimtek sehararusnya simulasi ajar cara guna aplikasi sirekap nyata jam loading terus sampai pulang belum bisa masuk semua serta operator sirekap gak ada yg bisa masuk telah lama nunggu malah tulis jadi salah saat inisialisasi aplikasi gagal dapat kunci digital timeout gagal dapat kunci digital internal server error;0.0
hasil foto buram karna settingan bawa aplikasi pakai kamera ultra wide bukan main kamera utama kalo hp kurang mahal spek kamera ultawide kurang tinggi susah bukan cepat malah lambat proses karna harus coba terus fitur settingan kamera gak ada fitur fokus kamera juga gak ada;0.0
baik lagi kualitas aplikasi kalau mau rekap hasil pemilu jalan lancar fix sangat bagong ni aplikasi mencet tombol sampai jari pegel pun tetep ga bisa baca tuh sidik jari;0.0
guna digitalisasi pada program pemilu sangat bantu namun saya mohon baik lagi banyak anggota yang jadi bagi sirekap tpi tdk bisa akses apk selalu nge stuck di inisialisasi;0.0
aplikasi henti sampai selesai penginstalan saja telah itu belum bisa buka sejak pagi tadi sampai sore ini lagi apa iya mau guna handphone pribadi untuk input data ini pilih presiden bagaimana kalau saat hitung suara ada telpon masuk ada pesan wa masuk dsb kenapa tidak siap guna perangkat lain seperti laptop pc atau jenis saja;0.0
kpu ri ini gimana sih kok ngga langsung login sudah loading nya lama tetapi tidak masuk ke halaman akun malah suruh buang data dan cache kemudian sampah dan data sudah aku buang eh malah sama aja gimana nih ribet amat sistem nya;0.0
tolong tingkat awal download aman bisa masukin username dan ganti password tapi pas login selalu gabisa dengan alasan invalid dll akhir saya uninstall lalu install lagi tapi sekarang baru klik tombol masuk malah aplikasi otomatis tutup terus jadi sama sekali gabisa gerak mana bisa jalan dan simulasi kalo kayak gini tolong solusi;0.0
udah di update malah gak bisa masuk jadi salah saat laku inisialisasi aplikasi gagal dapat kunci digital udah ikutin smua cara tapi masih sama gak bisa juga hampir smua kendala nya gitu trus pilih tinggal berapa hari lagi tapi apk nya problem smua kata mudah tapi kok malah gini mohon dong solusi nya udah mumet;0.0
mula masih bisa dari awal login hingga ganti password pertama sampai tanggal februari bimtek lanjut info ad update versi baru lalu langsg di update versi baru versi update per februari eeh nyata tak bisa login kpu benar benar siap nggak y sistem nggak penuh atau trouble kn siakba tmpo hari juga gitu saat upload yg disalahin jaringan tethering kan kwan kawan yg pakai hostpot saya aman aj hp penuh padahal sudah kosong tengah memori dll;0.0
aplikasi sangat jauh dari layak masih banyak bug hasil simulasi tgl kemarin sering aplikasi logout sendiri ketika akan ambil foto dokumen c terus waktu pemrosesan foto lumayan lama kalau emang gak siap lebih baik batal saja guna sirekap;0.0
sulit sekali untuk login banyak sekali tindak yang sudah coba agar bisa log in jangan bisa foto c hasil simulasi login saja rata rata kpps wilayah yang sama yang pegang apk ini alami masalah yang sama yaitu susah log in dari sistem androidnya pun tidak ada masalah tapi apk ini benar benar uji sabar guna;0.0
coba upload beberapa c hasil latih baru beberapa foto tp cache yg tinggal simpan lumayan cukup besar dan juga perlu jaringan internet yg bener jos krna telah klik detail nyata foto gagal unggah;0.0
kamera klo di dalam aplikasi ini bagus apa pasti jadi buram dan nggak bisa fokus selain itu nggak bisa upload foto dari galeri juga padahal klo pke kamera biasa tulis nya juga sangat jelas kok baca angka nya banyak masalah;0.0
untuk menu kamera kamera yg guna itu hanya kamera ultra wide jadi hasil sedikit buram dan juga hasil distorsi tolong di baru lagi atau sedia opsi untuk kamera wide biasa supaya gambar lebih jelas device sony xperia;0.0
jelek sekali hp sudah ram simpan masih gb tapi susah banget ngirim gambar kluar mulu suruh login mulu lama bgt pake apk ini tolong baik segera sudah banyak keluh tidak hanya saya banyak juga yang eror;0.0
saya yakin digitalisasi sangat efisien untuk aspek data ini lebih di utama lagi bisa mungkin bulan sudah di guna cara lancar karena guna aplikasi bukan hanya kaum muda ada beberapa yg masih proses dalam paham teknologi mungkin untuk menu dll sudah sangat mudah paham hanya saja proses tiap langkah dari log in pun sudah masalah saya yakin perintah bisa bangun aplikasi yg lebih sempurna dari pada produk swasta itu moga lancar waktu di hari h;1.0
sudah hari coba tapi tidak bisa masuk tiap kali buka apk nya malah jaringan jadi jelek sementara saat buka apk yang lain lancar lancar saja harus lebih tingkat lagi karena jika permasalahnnya pada jaringan tidak semua jaringan di indonesia bagus;0.0
aplikasi jelek gimana mau lancar nanti pas pemilu login aja udah banyak masalah apalagi pas laksana nanti seluruh serentak kirim data pasti lebih error lagi hadeh aplikasi dadakan kasih saran sih kalau mau pakai aplikasi rencana dan buat aplikasi yg mumpuni;0.0
ketika login ga bisa masuk sertifikasi gagal terus udah nyoba dihp lain juga tteep ga bisa android padahal kata server down banyak yang pake tapi nyoba jam pagi juga tetep ga bisa udah nyoba hapus chache hapus data uninstall aplikasi kali kali tetep ga bisa tolong baik lagi sistem karena ini buat indonesia loh terimakasih;0.0
saya nemuin kurang untuk user infinix gak bisa masuk tetapi user samsung xiaomi bisa masuk mohon baik agar semua hape android bisa masuk saransaya buat akses masuk dengan sistem tunggu jadi tidak musti multipel klik cukup di refresh saja dan buat akses timeout lama menit telah hasil kirim hasil sirekap jangan buat ini jadi lama di ranah grassroot karena kerja di kpu pusat bidang teknologi lambat merespon masuk mumpung masih ada minggu lagi;0.0
aplikasi belum layak di guna banyak eror saat sudah login dan pasti keluar sendiri pasti muncul terang tidak ada profil yang aktif saat di tanya ke yang tanggung jawab hanya ada jawab di coba terus sampai bisa hadeh kalau kayak gini pas di guna besok bukan bantu cepat malah lambat dan makin lama;0.0
saat versi bisa login tapi kualitas kamera saat ambil foto sangat jelek sekali telah update versi malah tidak bisa login tolong baik lagi untuk lancar semua waktu coblos sudah dekat;0.0
