review;date;label
Bukannya mempermudah, malah mempersulit. Login error, susah, lama. Kualitas upolad gambar jelek, tulisan bagus malah tidak terbaca, verifikasi gambar juga lama, membuat berkas ke pdf juga lama. Tolong segera diperbaiki jika memang berniat mempermudah !!;2024-02-09 09:27:39;0
Saya sangat Apresiasi sekali untuk hadirnya aplikasi ini..namun,, Waktu simulasi saya beserta yang lain mengalmi beberapa kendala seperti aplikasi salah membaca data yang diambil, hasil pengambilan gambar selalu buram atau kurang maksimal dan mengambil gambar yang berulang2 namun tetap slow respon. Untuk kedepannya semoga waktu pelaksanaan di hari H semua bisa terkendali dan berjalan dengan baik.. semoga kedepannya NEGARA INDONESIA MENJADI NEGARA YANG LEBIH MAJU dengan pemimpin yg baru..;2024-02-08 19:27:51;0
Masih belum stabil dan masih banyak PR. 1. Login yg sulit di beberapa perangkat 2. Kualitas ambil foto buram 3. Ketika setel waktu pemungutan suara,aplikasi berhenti/ force closed 4.ketika akan berpindah dari nasional 1 didalam aplikasi, aplikasi berhenti/forced close 5. Pembacaan hasil pengambilan gambar memerlukan waktu yg sangat lama 6.kesalahan pengambilan gambar yg terus berulang;2024-02-08 08:18:02;0
Sering sekali app log out sendiri, hasil gambar jika memang kurang jelas mohon ada peringatannya jadi bisa difoto ulang mengingat fotonya jg tdk bisa diambil dari galeri. Tulisan yg tdk terbaca mohon diberi peringatan jg, karena jika meng klik detail sering terjadi problem shg membuat sulit petugas :(( mohon diperbaiki lagi🙏;2024-02-11 06:43:32;0
Developernya lebih baik mundur saja, tidak profesional dalam mengembangkan aplikasi untuk acara penting seperti ini. Tujuan digitalisasi adalah memudahkan dan mengefisiensi waktu, tapi tidak dengan apk ini, mempersulit, menghabiskan banyak waktu, dan menambah pekerjaan bagian IT KPPS. Foto tida ada stabiliter/auto fokus, selalu gagal dalam verifikasi foto meskipun difoto dalam posisi sempurna, sering log out ketika kirim foto, nunggu upload foto terlalu lama dan ujung ujungnya disuruh ngulangi.;2024-02-11 16:20:43;0
Setelah update ke 2.32 tidak bisa login. Loading nya lama. Padahal pakai ram 8gb. Internal juga masih banyak penyimpanannya. Mohon tingkatkan lagi untuk kualitas fotonya. Sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap. Sehingga sangat susah untuk membaca batas / garis / april textnya walaupun pencahayaan sudah cukup bagus.;2024-02-07 16:05:25;0
Kualitas kamera apk nya jelek. Hasil foto jadi buram. Ku kira bakal otomatis seperti hasil scan TERANG DAN JELAS tapi ternyata TIDAK. Login susah. Upload susah. Verif lama. BUKAN MEMPERCEPAT TAPI MEMPERLAMBAT. jika belum siap tidak perlu memaksakan hanya menghambat.;2024-02-09 11:18:43;0
Sekiranya belum siap dengan digitalisasi engga usah dipaksakan, daripada nanti di lapangan menghambat. Untuk menyesuaikan foto sampe muncul bingkai kuning aja susah sekali. Ada yang nyoba nyampe 200an kali jepret tapi tetep tidak muncul bingkai kuning di foto;2024-01-29 09:50:21;0
Sampai saat ini versi 2.41, mohon untuk fitur kamera lebih ditingkatkan.. Karena aplikasi tidak sinkron ke lensa utama handphone tetapi malah sinkron ke lensa ultra wide, yg menyebabkan hasil foto kurang maksimal bahkan kurang jelas untuk membaca teks maupun angka;2024-02-11 06:25:28;0
Tolong untuk disempurnakan lagi fiturnya, tidak ada autofokus pada saat scan membuat gambar susah terdeteksi dan gagal berkali-kali pada saat hendak mengirim ke server. Pemrosesan gambar juga sangat lambat, dan aplikasi hanya sekali input, membuat kalau ada kesalahan tidak dapat dikoreksi;2024-02-11 19:18:41;0
Mempersulit, sepertinya apk nya belom layak digunakan. Angka yg terfoto dengan yg terbaca tidak sesuai,kadang juga tidak terbaca. Bisa di edit jatuhnya nyalin hasil. Mohon di tingkatkan terimakasih.;2024-02-13 18:36:56;0
Untuk developer tolong yang maksimal dalam pengembangan, aplikasi belum mateng seperti ini jangan berani rilis! Pemilu tinggal besok,udah di pakai buat bimtek malah problemnya macem2 dari yang invalid username dan password, masih ada yg blm bisa login, kasian bos yang pegang aplikasi nya sabarnya sampai habis! Jaringan bagus di bilangnya aplikasi tidak ada jaringan/offline ga bisa buat upload. Daripada kacau saran saya di siapkan dulu secara matang 2-3 tahun di trial and error baru di lepas;2024-02-07 00:34:39;0
tujuan dibuatnya aplikasi adalah untuk mempermudah bukan untuk mempersulit & menguji kesabaran, mau login aja susah saat inisialisasi, aplikasi diperbaharui malah akun jadi invalid username/password, saat upload gambar hasilnya kurang jernih & fokusnya ga merata. Setidaknya kalau hasil foto dari aplikasinya kurang bagus tolong dikasih opsi buat upload foto dari gallery. Baru simulasi aja susah apalagi pas hari H;2024-02-07 11:13:20;0
Sangat sangat menguji kesabaran device realme c25s ternyata gak bisa akses gais kebetulan saya mengalami setelah saya coba ke device samsung ternyata bisa,,,, padahal spesifikasi device sudah sesuai tapi tidak menjamin ternyata,,, saran untuk kedepannya jika memang aplikasi digunakan untuk mempermudah proses pemilu sebaiknya dipersiapkan sebaik mungkin jangan seperti ini banyangkan sudah h-8 hari tapi aplikasi masih banyak kendala..... Alhamdulillah guis setelah diupdate udah gampang loginnya;2024-02-11 15:29:17;0
Untuk pengambilan gambar padahal secara otomatis sudah pada titik posisi yang pas tetapi kenapa hasilnya selalu ada keterangan pengambilan gambar salah padahal sudah di update ke versi terbaru Tolonglah tingkatkan lagi kualitasnya kecepatannya dan sistem nya di perbaiki lagi kalau begini terus sampai hari H ujung ujungnya ya pakai salinan rekapitulasi secara manual;2024-02-12 20:39:04;0
Adanya apk untuk mempermudah dalam proses nya nanti, tapi kalau di awal aja udah begini, banyak eror, sistem enggak jalan. Yo buat apa, tolong untuk aplikasi nya disiapkan lebih matang tahun depan. Bintang 3 dulu, nanti semisal apknya ada peningkatan rate ulang.;2024-02-04 07:45:11;0
Username dan pasword salah terus padahal dari awal saya masuk aja gabisa, apalagi ganti pasword, ini maksutnya gimana..?? username sama pasword sesuai yg di kirimkan sama aktivasi KPU.. Persiapan dari pembuatan aplikasi/sistem kayaknya kurang.. Kalau jaringan/penyimpanan pengaruh, saya memakai device ram 8/256, dan menggunakan wifi yg hanya saya saja yg pake.. Karena sengaja untuk masuk di aplikasi ini aja..;2024-02-05 13:17:20;0
Sebelumnya saya ingin mengapresiasi digitalisasi dalam aspek yang berkaitan dengan pemilu tapi harusnya aplikasinya dikembangkan sejak lama. Ini kesannya terlihat seperti baru dikembangkan kemarin sore. Jangankan untuk masuk dan menjalankan, inisialisasi nya saja susah. Entah time out, error lah dan sebagainya, Bukannya memudahkan malah menambah masalah rasanya.;2024-02-03 14:13:36;0
Setelah di update malah GK bisa masuk, kendala username dan dan password nya salah, padahal username dan password nya yg di gunakan adalah password yg sudah otomatis tersimpan di hp. GK layak pakai aplikasi seperti ini, bukan nya mempermudah malah ngabisin kuota hadehh😞;2024-02-10 08:35:18;0
Untuk kameranya tolong beri fitur Tap Auto Focus dan Flash/Senter, aga sulit ini kalo cahaya redup, edit : Makin kesini makin ga jelas, verifikasi lama, Data banyak yg ga terbaca, Bukannya memepercepat tapi mempersulit petugas dilapangan, makin pusing aja bentar lagi pemilu ini, gimana sih;2024-02-11 15:55:53;0
Kalo gambar sdh diverifikasi, sdh tidak bs dihapus ato ambil ulang gambar, padahal blm dikunci, dan masih banyak kendala lainnya, salah satunya angka hasil scan yg muncul seringkali tdk bs diedit, hal ini berpotensi memperpanjang durasi kerja KPPS dibanding thn 2019 kemarin.;2024-02-09 12:53:20;0
* Sudah berhasil login...eh setelah aplikasi ditutup malah error. * Ada kemungkinan memperlama waktu penghitungan karena sirekap harus ambil foto langsung dari C Plano, tidak bisa dari hasil foto yang di file. * Bagusnya bisa diambil dari file agar sirekap bisa foto C Plano terlebih dahulu tanpa mengganggu proses penghitungan selanjutnya. * Semoga ada perbaikan, biar bintang saya tambahkan.;2024-02-09 09:50:19;0
Aplikasi masih banyak sekali bug nya, bolak balik update tapi tidak menyelesaikan masalah yg ada. Sepertinya aplikasi dipaksakan tapi kesiapan belum jelas sama sekali. Tambahan : kalau ada 2 operator kenapa tidak bisa kerja sma bagi tugas biar lebih cepat, masa kalau operator 1 error ditengah2 proses trs operator 2 harus mulai dari awal lagi?;2024-02-10 22:49:55;0
Aplikasinya kenapa ini di buat login malah gabisa, udah memasukkan pin/sidik jari hp tapi malah ngga bisa inisialisasi. Lebih baik lebih di perhatikan agar tidak mempersulit pengguna nya:) Capek kak yang di salahin jaringannya terus pdhl jaringannya bagus bgt buat scroll aplikasi lain ngga ada masalah sama sekali jaringannya wkwkwk. Tolong lebih di perhatikan lagi aplikasi ini, beberapa banyak juga yang mengalami seperti saya:);2024-02-01 19:38:58;0
Saya berhasil log in dan terbuka menu aplikasi versi 2.30, sukses. Tapi disuruh admin grup sirekap update ke versi terbaru 2.32. akhirnya gak bisa terbuka menu aplikasinya stuck sampai di menu KPU aja...nyesel saya update ke 2.32. tolong diperbaiki. Terimakasih;2024-02-03 16:30:57;0
Saya sangat mengapresiasi apk ini tapi Tolong karna ini yang pakai banyak, performa server di pusat diperbaiki karena login saja sulit apalagi kalau upload foto rekapan. Interface di apk juga di perbaiki agar lebih enak dilihat dan memudahkan user untuk mengerti. Kalau memang belum siap launching jangan di launching kan perbaiki error2 yang ada dulu.;2024-02-05 21:34:52;0
Saran agar ada opsi tambah foto dari galeri. Gambar yg di masukan sudah sesuai dan sudah ada tanda kuning di setiap sisi tapi ujung2nya di minta untuk upload ulang atau tertulis gagal memuat data gambar. Tolong periksa koneksi internet anda padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak berubah. Bukan mempermudah tapi malah menghambat. Mohon maaf, Hpnya musti se-sultan apa agar bisa menggunakan apk ini dengan lancar :');2024-02-13 08:54:58;0
Percumah pake aplikasi kalo masih pake metode manual, fungsinya aplikasi untuk mempermudah dan mempercepat, ini malah menambah pekerjaan. Pake mode online yg otomatis tp lama saat nunggu verifikasi foto, disarankan pake mode offline, itu manual input semua datanya.;2024-02-11 20:00:13;0
Aplikasi belum siap, tapi dipaksakan. Apalagi pemilu sudah Tinggal menghitung hari. Di hp saya ketika loading terus muncul notifikasi terjadi kesalahan dalam penyiapan perangkat, pastikan Anda terhubung ke internet padahal paket data jelas sudah aktif, pake wifi pun juga tidak bisa. Mohon ditinjau ulang, atau dicek kompatibilitasnya agar diperluas soalnya jenis hp yang dipakai kpps juga bermacam macam dan tidak semuanya hp baru.;2024-02-02 04:54:57;0
Aplikasi yang terkesan terlalu dipaksakan...terlalu terburu2...terlalu banyak masalah dan kendala di lapangan....terlalu banyak bug...versi pertama, 2.30 baru berapa hari muncul 2.32, disuruh simulasi...eh, simulasi blm kelar malah ada lagi versi 2.35...trus beresnya kapan?? Pemilu tinggal hitungan hari...aplikasi yang kalau tidak bisa digunakan mending gausah diluncurkan...buat ribet...;2024-02-09 22:12:24;0
Tolong kurangi bug, dan permudah login, untuk sinyal kecil juga kalau bisa aplikasi tetap berjalan, soalnya kalau mode offline harus ediy angka satu persatu itu malah tidak mempermudah pekerjaan KPPS, misal besok hari H, aplikasi belum matang tolong rubah aturan supaya tidak usah digunakan dulu, daripada menambah bingung dan pekerjaan KPPS yang lain keteteran, tambahkan tombol edit setelah check gambar agak bisa check ulang jumlahnya, hla ini kalau salah satu kali aja jadi salah semuanya;2024-02-07 22:39:48;0
Terlalu memaksakan untuk digunakan, persiapan bisa dibilang gak ada bukan belum matang, masih banyak bug & error, lemot tetap bisa terindikasi adanya pembobolan data untuk kecurangan suara dilihat dari kualitas kemananan server dan aplikasi yg gak jelas pada H-11 pemilu;2024-02-03 15:36:04;0
Ni aplikasi ga ada beta test ya? Kendalanya terlalu banyak. Kamera burem, baca data lama, salah baca data, log out pas kirim gambar, finger tidak di kenali dst. Oke inisiasi bagus untuk era digital, memudahkan input data KPU ataupun mengetahui hasil suara secepat mungkin. Tapi sangat membebankan untuk KPPS, bukan cara mengoperasikan aplikasinya, tapi kesiapan aplikasi ini sendiri. Saran saya, jangan di paksakan. Daripada malah terjadi hal2 yang tidak diinginkan.;2024-02-11 23:24:00;0
Hasil foto bureng padahal kamera hp sudah bagus. Fitur cropnya tidak berfungsi dengan baik. Setelah diupdate malah gak ada fitur edit untuk kesalahan membaca c formulir, dan untuk edit kesalahan input nama pps, saksi, dan pengawas..;2024-02-10 16:10:05;0
Dowloadnya lama. Saat udah terdowload mau masuk ana pun susah sekali. Aplikasi yang benar saja ini? Udah mau 2 jam saya bolak balik masuk ke dalam aplikasi tapi susah untuk bisa masuk. Selalu saja muncul TERJADI KESALAHAN SAAT INISIALISASI APLIKASI (gagal mendapatkan sertifikat Digital);2024-02-03 05:14:09;0
Saya pake samsung A20s versi 11 kamera aplikasi sirekap sangat buram, tapi kamera bawaan jernih dan jelas, tolong segera perbaiki. Tidak ada pemberitahuan sirekap harus menggunakan hp versi berapa. Versi 11 hasil foto buram, versi 7 hasil foto bagus tapi aplikasi keluar terus;2024-02-10 05:23:54;0
1. Sudah update katanya bisa lebih baik lagi ternyata sama aja. 2. Sinkronisasi foto lama 3. Kualitas foto jelek tidak ada filter tambahan, sekedar fokus pun tidak ada 4. Bisa keluar sendiri karena sesi habis. Kalo gitu sinkron fotonya jangan lama2 biar cepet kerjanya 5. Mempersulit tugas dan hidup;2024-02-11 10:22:50;0
Mohon di perbaiki codingan nya untuk scanner nya agar bisa dpt mengscan walaupun foto nya tidak pas. Mohon untuk memaksimalkan menu edit karna saya dapat info dr pps saya jika menu edit pada halaman belakang itu tidak berguna dan harus di edit di pusat. Walaupun saat saya edit bisa dan dapat di submit. Jika hal ini benar tolong menu edit sampai halaman belakang agar dpt digunakan sesuai fungsinya.;2024-02-08 18:15:04;0
Aplikasi sering log out sendiri, selain itu ketika scan foto gak langsung keluar hasil harus di foto berulang-ulang baru ketemu hasil yg pas. Menurut saya itu justru mempersulit & menambah durasi kerja anggota, tujuannya jelas baik untuk mempercepat pekerjaan dengan digitalisasi. Cuma pada kenyataannya aplikasi belum final untuk bisa di terapkan.;2024-02-11 20:50:04;0
Tujuan diciptakan digitaliaasi sudah sangat baik, mengefisienkan waktu, dan membantu data tetap aman. tapi hasil lapangannya belum sesuai target. Alhasil sering terjadi bug. Salah satunya waktu mau upload data harus ke log out terus login lagi, marker juga tidak bisa terdeteksi, dan peletakan fitur nya terlalu ribet dan tidak memudahkan pengguna sekali, kalo sudah memasukkan data saksi juga tidak bisa dihapus, entah bagaimana cara menghapus nya... Semoga waktu hari H tidak ada kendala demikian.;2024-02-07 22:03:49;0
Mohon agar dibenahi kembali, aplikasinya sangat belum layak karena pas pengunggahan sering keluar sendiri. Dan untuk kameranya juga sangat burem, mohon agar ada menu langsung upload foto saja agar hasil gambar lebih jelas dan jernih.;2024-02-10 06:52:09;0
selain kekurangan kualitas kamera untuk pembacaan c-hasil pada aplikasi yg masih kurang baik kualitas kamera nya pada saat unggah foto kelola daftar hadir cuma bisa 1x foto, tidak ada fitur tambah foto, sedangkan untuk daftar hadir saja lebih dari 1lembar begitu pun untuk fitur tanda terima dan kejadian khusus juga cuma bisa 1x foto 🤦🤦;2024-02-13 20:02:10;0
Saran saja, kalo program kerja apapun dari pemerintah mau pake aplikasi itu yg sudah teruji bener² bisa lancar buat banyak orang jadi yang pake aplikasi nya nggak kesulitan dan menghambat pekerjaan, karena saya banyak mengalami hambatan saat menggunakan aplikasi nya contoh : gabisa masuk dan loading lama, jadi mohon diperbaiki kendala semacam ituu tolong dipertimbangkan, terimakasih;2024-02-09 11:56:25;0
Aplikasi penghambat waktu selesai acara pemilu😂. Percuma untuk hasil bisa di gandakan biar ga banyak nulis dan cepet selesai. Tapi dengan adanya aplikasi yang ga siap ini itu percuma bakal gak ada bedanya sama tahun sebelumnya bakal tetep pulang subuh lagi.;2024-02-08 18:29:10;0
Sebelumnya saya ingin mengapresiasi digitalisasi dlm aspek yg berkaitan dgn pemilu, tapi: 1.masalah log in, banyak error yg terjadi saat login melalui aplikasi, sementara melalui web tdk ada kendala, 2.dibuat panduan elektronik yg jelas berupa video terkait mengatasi permasalah login ini. Karena saat bimtek banyak yg tdk kebagian ikut meeting zoom. 3.hendaknya dilakukan pengujian jauh2 hari setidaknya 1 tahun sebelum peluncuran, jgn sampai yg bertujuan u mempermudah malah mempersulit. Ty;2024-02-01 12:45:55;0
Jangankan nanti saat pelaksanaan untuk mengirim data, sekarang saja sudah gak beres aplikasi gak bisa dibuka, user dan pasword sudah benar tapi jawabannnya terjadi kesalahan Ujung-ujungnya hasil penghitungan suara manual /hasil plano yang akan dipake Belajar dari pemilu sebelumnya Aplikasi hanya sebatas aplikasi;2024-02-12 18:23:49;0
kenapa aplikasinya pas ingin ambil ulang gambar malah keluar sendiri??!!! padahal chance dan data sudah berulang kali coba dihapus tapi tidak ada perubahan,,,,,galeri semua foto sudah dihapuss tetap saja tidak ada perubahan juga.;2024-02-12 22:33:09;0
Aplikasi masih belum seratus persen siap digunakan, knapa? 1. Login sering susah/eror, mungkin server belum optimal, ini baru simulasi lho. Belum nanti saat pengumpulan data pda tgl 14 nanti. 2. Hasil foto diaplikasi sirekap tidak mendukung flash, fitur eis bawaan hp. Sehingga foto rawan goyang dan hasilnya blur parah.;2024-02-07 13:35:16;0
Gagal terus saat upload foto.. Setelah diupgrade malah tambah sulit .. saran saya mending dibuat manual saja, unggah foto itu dijadikan data pendukung saja.. biar cepat.. saya mohon diperbaiki biar lebih cepat dan mudah.. kalo bisa waktu ambil foto/gambar ditambah menu masuk galeri.. foto di apk sirekap tidak bisa fokus..;2024-02-11 18:55:51;0
kemarin belum update, sudah tes upload fotonya, sudah bisa, trs sekarang nyobain buat login lagi eh keluar pop up tidak ada profil yg aktif. trs sy coba update apk nya ke versi terbaru yg 2 februari. cobain login, malah muncul perangkat telah teregistrasi akun lain. gitu terus sampe 3 menitan sy coba², ttep gabisa. trs sy coba hapus chace hapus data apk, bisa masukin data lagi tapi malah stak di mendapatkan kunci digital, udah coba hapus sidik jari trs bikin lagi ttep gabisa. lucu;2024-02-07 07:09:43;0
Aplikasi tertolol yang pernah gua install. Loginnya lama, gambar blur gak jelas gak ada fitur autofocus. Gak ada fitur ambil foto dari galeri, loadingnya lamanya kek asu. Makannya kalau dapat projek jangan dikorupsi biar bisa buat aplikasi yang bagus gak kek SAMPAH ini. TOLOL !!!;2024-02-09 06:14:07;0
Mohon segera ditingkatkan bro, besok lusa udah dipake, ini skarang dibuat uji coba aja lama banget prosesnya dan ada beberapa yg eror. Kwalitas gambar hasil fotonya kalau bisa di perbaikin atau ada mode buat ngefokusin laah sama pemprosesan data diperbaikin biar lebih cepat dan pembacaan data juga yang tepat msak 5 kali salah terus bro;2024-02-11 17:13:35;0
Hasil scan burem, ga bisa fokus dan baca hasil.. padahal kamera asli android saya jernih, tidak bisa disetting pula.. mohon ditingkatkan kualitas gambarnya, karena itu mempengaruhi hasil.. trima kasih;2024-02-10 16:25:38;0
hampir H-1 masih sangat banyak bug. Terkhusus 1. Angka di C hasil dan hasil scan sangat sering tidak singkron dan kalau di ulang ambil gambar hasilnya sangat jauh,bahkan saat simulasi banyak rekan rekan kami yang harus ber puluh puluh kali mengambil gambar karena hasil yang tidak bisa dikoreksi. 2.gambar pada sering kali buram padahal device sudah sangat memadai. 3. Sering log out dan loading lambat sekali. 4 . upload data sangat sulit karena server full.  Digitalisasi elit kualitas Sulit';2024-02-12 17:56:18;0
Aplikasi yg sangat tidak berfungsi sama sekali, walau sdh di update ke 2.41. Login berhasil, tidak ada masalah.... Hanya pada saat ambil gambar ( foto ), notif selalu Failed ( gagal ). Harusnya meringankan tugas panitia, malah nambah2in beban.;2024-02-12 12:12:55;0
Sarannya bagi pengembang yaitu pada bagian hasil pemilu diberi menu koreksi. Karena hal ini akan terjadi kendala apabila Tulisan digital tidak sesuai yang di baca aplikasi, jadi operator bisa mengoreksi hasil sesuai dengan hasil asli dari pemilu. Belum hari H PEMILU 2024 sudah susah bagaimana solusinya, mudahkan sistem jaringan di aplikasi lain kekuatan data kuat begitu masuk app sirekap data down dan pembacaan huruf dan angka dipermudah jadi ngk menghambat operator sirekap.;2024-02-11 20:43:05;0
Kak ini sy tidak bisa login, padahal username dan password sudah sesuai. Pemilu sebentar lagi kok seperti ini kinerja nya. Harusnya aplikasi sudah selesai dikembangkan sejak lama. Aplikasi sebelum di upgrade kita susah2 masuk lho ya kak, pas udah masuk situ malah tiba2 upgrade lagi mending kalo bener, ini itu nyusahin bgt.;2024-02-03 05:03:21;0
Aplikasi error sering terjadi kesalahan, penanganan server kurang rensponsif.. Padahal satu tps yg sama kenapa ada 2 sirekap yg katanya salah satunya hanya sebagai cadangan, tapi pas penginputan data sirekap 1 dan 2 berbeda.. Yg jadi masalah takut terjadi kecurangan dengan double data;2024-02-07 22:43:35;0
Mohon untuk devlover apknya, ini apk masih ada bug. Apk tidak siap sama sekali, terlalu banyak kegagalan dari servernya sendiri. Kalau memang belum siap launching jangan di launchingkan. Terlalu memaksakan untuk digunakan, persiapan bisa dibilang gak ada bukan belum matang. Memakai WIFI dengan kapasitas jaringan kenceng pun tetap ada peringatan kesalahan inisialisasi. Harusnya apknya dikembangkan sejak lama, ini kesannya terlihat seperti di kembangkan baru kemaren sore. SANGAT MENYUSAHKAN KAMI.!;2024-02-10 10:53:42;0
Seperti aplikasi kejar tayang, seharusnya aplikasi sudah siap di gunakan dan di uji coba jauh berbulan² lalu sehingga pada saatnya akan di gunakan serentak tidak ada masalah. Digitalisasi untuk mempermudah tapi perangkatnya ga siap malah nempersulit.;2024-02-08 23:30:49;0
Terima kasih sudah melakukan banyak perbaikan., sedikit masukan pada versi 2.41 ada baik nya ada menu ambil gambar dr galeri agar dapat menjadi alternatif apabila terjadi kesalahan dalam verifikasi gmbr, artinya apabila nanti nya c.hasil sudah masuk ke dalam kotak untuk dikembalikan ke pps, kita bisa ulang upload gmbr untuk verifikasi dengan gambar dr galeri tanpa harus bongkar kotak., jd meminimalisir kekhawatiran;2024-02-11 15:58:44;0
Loadingnya lama, hp saya sudah termasuk hp canggih padahal. Untuk kamera pengambilan gambar tolong juga diperhatikan, kenapa yang terbaca hanya kamera Ultrawide? Tingkat ketajamannya jadi kurang, membuat sistem sering salah baca teks.;2024-02-02 12:17:43;0
padahal sudah versi terbaru (9 peb) tapi masih sangat jauh dari ekspektasi, maunya untuk mempercepat progress dengan data otentik, tapi malah memperlambat Mohon diperbaiki, waktu penggunaan makin mendesak Terima kasih;2024-02-11 23:08:15;0
Apk sangat belum siap untuk digunakan, dikarenakan banyak kendala disaat login. Kendala pada proses inisialisasi, eror maupun bug dn jika telah login di divice/perangkat satunya, tidak bisa login lagi di divice yang lain, walaupun sudah clear data di apknya itu tdk bisa login lagi di perngkt lain. Agar pengembang lebih memperhatikan dn memperbaharui sistim pada aplikasi ini;2024-02-05 17:30:41;0
Dipersiapkan kembali software yang matang. Sehingga tidak membingungkan admin tiap tps Banyak eror yang terjadi, log in tidak bisa entah karena apa Hampir semua mengalami kendala yang sama. H-10 software masih tidak sesuai dengan bayangan teknis Semoga cepat diperbaiki kembali demi kelancaran pemilu nanti;2024-02-04 13:31:28;0
Sudah bisa sampai ganti password tapi untuk masuk selanjutnya gagal terkait dengan inisialisasi. Setelah keluar pas masuk lagi untuk mencoba malah ga bisa masuk padahal sudah gunakan password yang baru. Padahal hari pelaksanaan sudah dekat tapi kendala aplikasi belum terselesaikan...sangat sangat mengecewakan;2024-02-09 18:29:58;0
